"country","year","suicide_no","population","GDP_year","GDP_percap","suicide_ratio"
"Russian Federation",1992,45923,138118900,460290556901,3333,33.2488891817123
"Russian Federation",1993,55846,137692800,435083713851,3160,40.5584024727509
"Russian Federation",1994,61420,138476200,395077301248,2853,44.3541922727516
"Russian Federation",1995,60548,139087100,395531066563,2844,43.5324339928002
"Russian Federation",1996,57511,139272600,391719993757,2813,41.2938366914957
"Russian Federation",1997,54746,139283200,404926534140,2907,39.3055300280292
"Russian Federation",1998,51518,139122100,270953116950,1948,37.0307808752168
"Russian Federation",1999,56974,138717800,195905767669,1412,41.0718739772401
"Russian Federation",2000,56619,138205695,259708496267,1879,40.967197480538
"Russian Federation",2001,56958,137521509,306602673980,2229,41.4175210948274
"Russian Federation",2002,55024,136590900,345110438692,2527,40.2837963583226
"Russian Federation",2003,51445,137019868,430347770732,3141,37.5456499491008
"Russian Federation",2004,49096,137071699,591016690743,4312,35.8177511172456
"Russian Federation",2005,45802,136162191,764017107992,5611,33.6378253490354
"Russian Federation",2006,42614,135357462,989930542279,7313,31.4825642933524
"Russian Federation",2007,41149,134778964,1299705247686,9643,30.5307288161081
"Russian Federation",2008,38211,134385949,1660844408500,12359,28.43377621272
"Russian Federation",2009,37408,134085433,1222643696992,9118,27.8986308676797
"Russian Federation",2010,33356,134865987,1524916112079,11307,24.7327000246548
"Russian Federation",2011,31038,134745874,2051661732060,15226,23.0344715415924
"Russian Federation",2012,29643,134668522,2210256976945,16413,22.0118254509395
"Russian Federation",2013,28690,134713962,2297128039058,17052,21.2969758843556
"Russian Federation",2014,26541,134713962,2063662665172,15319,19.7017440553044
"Russian Federation",2015,25432,137018943,1368400705491,9987,18.5609372274898
"Russian Federation",2016,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",1985,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",1986,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",1987,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",1988,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",1989,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",1990,0,39100,208740444,5339,0
"Saint Kitts and Nevis",1991,0,39100,209880963,5368,0
"Saint Kitts and Nevis",1992,0,39100,229434519,5868,0
"Saint Kitts and Nevis",1993,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",1994,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",1995,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",1996,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",1997,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",1998,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",1999,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2000,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2001,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2002,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2003,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2004,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2005,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2006,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2007,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2008,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2009,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2010,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2011,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2012,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2013,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2014,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2015,NA,NA,NA,NA,NA
"Saint Kitts and Nevis",2016,NA,NA,NA,NA,NA
"Saint Lucia",1985,NA,NA,NA,NA,NA
"Saint Lucia",1986,5,110000,289689704,2634,4.54545454545454
"Saint Lucia",1987,11,111300,319998987,2875,9.88319856244385
"Saint Lucia",1988,10,113000,366541091,3244,8.84955752212389
"Saint Lucia",1989,8,118566,415518112,3505,6.74729686419378
"Saint Lucia",1990,3,120537,483962431,4015,2.48886234102392
"Saint Lucia",1991,6,122496,513753818,4194,4.89811912225705
"Saint Lucia",1992,11,124223,566894749,4564,8.85504294695829
"Saint Lucia",1993,8,125846,574870405,4568,6.35697598652321
"Saint Lucia",1994,6,127557,600005564,4704,4.70377948681766
"Saint Lucia",1995,10,129466,640449501,4947,7.72403565414858
"Saint Lucia",1996,7,131621,662196185,5031,5.31830027123331
"Saint Lucia",1997,9,133967,676949594,5053,6.71807236110385
"Saint Lucia",1998,8,136400,737554872,5407,5.86510263929619
"Saint Lucia",1999,8,138813,775934813,5590,5.76314898460519
"Saint Lucia",2000,14,141100,784159229,5557,9.92204110559887
"Saint Lucia",2001,7,143166,743808076,5195,4.88942905438442
"Saint Lucia",2002,12,145168,748346606,5155,8.26628458062383
"Saint Lucia",2003,10,147127,823837141,5599,6.7968489808125
"Saint Lucia",2004,8,149121,893107211,5989,5.36477089075315
"Saint Lucia",2005,4,151169,951207366,6292,2.64604515476057
"Saint Lucia",2006,2,153460,1134193630,7391,1.30327121073895
"Saint Lucia",2007,NA,NA,NA,NA,NA
"Saint Lucia",2008,0,157876,1282215407,8122,0
"Saint Lucia",2009,13,159820,1262973407,7902,8.13415091978476
"Saint Lucia",2010,4,161503,1381968259,8557,2.47673417831248
"Saint Lucia",2011,8,162892,1437684815,8826,4.91122952631191
"Saint Lucia",2012,10,163940,1436803333,8764,6.09979260705136
"Saint Lucia",2013,14,164790,1489928889,9041,8.49566114448692
"Saint Lucia",2014,14,165596,1551921037,9372,8.45431049059156
"Saint Lucia",2015,NA,NA,NA,NA,NA
"Saint Lucia",2016,NA,NA,NA,NA,NA
"Saint Vincent and Grenadines",1985,2,89800,145641704,1622,2.2271714922049
"Saint Vincent and Grenadines",1986,0,90800,160846667,1771,0
"Saint Vincent and Grenadines",1987,0,92036,175580630,1908,0
"Saint Vincent and Grenadines",1988,NA,NA,NA,NA,NA
"Saint Vincent and Grenadines",1989,NA,NA,NA,NA,NA
"Saint Vincent and Grenadines",1990,5,94141,240365259,2553,5.31118216292582
"Saint Vincent and Grenadines",1991,NA,NA,NA,NA,NA
"Saint Vincent and Grenadines",1992,NA,NA,NA,NA,NA
"Saint Vincent and Grenadines",1993,NA,NA,NA,NA,NA
"Saint Vincent and Grenadines",1994,NA,NA,NA,NA,NA
"Saint Vincent and Grenadines",1995,7,95974,316008481,3293,7.29364202804926
"Saint Vincent and Grenadines",1996,8,96095,331489704,3450,8.32509495811437
"Saint Vincent and Grenadines",1997,3,96255,347770000,3613,3.11672120928783
"Saint Vincent and Grenadines",1998,10,96449,373619852,3874,10.3681738535392
"Saint Vincent and Grenadines",1999,6,96685,390719148,4041,6.20571960490252
"Saint Vincent and Grenadines",2000,5,96956,396270000,4087,5.15697842320228
"Saint Vincent and Grenadines",2001,8,97341,430040370,4418,8.21853073216836
"Saint Vincent and Grenadines",2002,7,97799,461883444,4723,7.1575373981329
"Saint Vincent and Grenadines",2003,4,98292,481806296,4902,4.06950718268018
"Saint Vincent and Grenadines",2004,4,98740,521975111,5286,4.05104314360948
"Saint Vincent and Grenadines",2005,8,99118,550728667,5556,8.07118787707581
"Saint Vincent and Grenadines",2006,6,99463,610930037,6142,6.03239395554126
"Saint Vincent and Grenadines",2007,11,99689,651833333,6539,11.0343167250148
"Saint Vincent and Grenadines",2008,4,99826,695428852,6966,4.00697213150883
"Saint Vincent and Grenadines",2009,1,99927,674922481,6754,1.0007305332893
"Saint Vincent and Grenadines",2010,5,100050,681225963,6809,4.99750124937531
"Saint Vincent and Grenadines",2011,5,100037,676129407,6759,4.99815068424683
"Saint Vincent and Grenadines",2012,10,100167,692933741,6918,9.98332784250302
"Saint Vincent and Grenadines",2013,0,100398,721207148,7183,0
"Saint Vincent and Grenadines",2014,2,100676,725185185,7203,1.98657078151695
"Saint Vincent and Grenadines",2015,3,100948,756666667,7496,2.97182707928835
"Saint Vincent and Grenadines",2016,NA,NA,NA,NA,NA
"San Marino",1985,NA,NA,NA,NA,NA
"San Marino",1986,NA,NA,NA,NA,NA
"San Marino",1987,NA,NA,NA,NA,NA
"San Marino",1988,NA,NA,NA,NA,NA
"San Marino",1989,NA,NA,NA,NA,NA
"San Marino",1990,NA,NA,NA,NA,NA
"San Marino",1991,NA,NA,NA,NA,NA
"San Marino",1992,NA,NA,NA,NA,NA
"San Marino",1993,NA,NA,NA,NA,NA
"San Marino",1994,NA,NA,NA,NA,NA
"San Marino",1995,NA,NA,NA,NA,NA
"San Marino",1996,NA,NA,NA,NA,NA
"San Marino",1997,NA,NA,NA,NA,NA
"San Marino",1998,NA,NA,NA,NA,NA
"San Marino",1999,2,25192,1215640315,48255,7.93902826294062
"San Marino",2000,1,25369,1101897918,43435,3.94181875517364
"San Marino",2001,NA,NA,NA,NA,NA
"San Marino",2002,NA,NA,NA,NA,NA
"San Marino",2003,NA,NA,NA,NA,NA
"San Marino",2004,NA,NA,NA,NA,NA
"San Marino",2005,1,28264,1958711603,69301,3.5380696292103
"San Marino",2006,NA,NA,NA,NA,NA
"San Marino",2007,NA,NA,NA,NA,NA
"San Marino",2008,NA,NA,NA,NA,NA
"San Marino",2009,NA,NA,NA,NA,NA
"San Marino",2010,NA,NA,NA,NA,NA
"San Marino",2011,NA,NA,NA,NA,NA
"San Marino",2012,NA,NA,NA,NA,NA
"San Marino",2013,NA,NA,NA,NA,NA
"San Marino",2014,NA,NA,NA,NA,NA
"San Marino",2015,NA,NA,NA,NA,NA
"San Marino",2016,NA,NA,NA,NA,NA
"Serbia",1985,NA,NA,NA,NA,NA
"Serbia",1986,NA,NA,NA,NA,NA
"Serbia",1987,NA,NA,NA,NA,NA
"Serbia",1988,NA,NA,NA,NA,NA
"Serbia",1989,NA,NA,NA,NA,NA
"Serbia",1990,NA,NA,NA,NA,NA
"Serbia",1991,NA,NA,NA,NA,NA
"Serbia",1992,NA,NA,NA,NA,NA
"Serbia",1993,NA,NA,NA,NA,NA
"Serbia",1994,NA,NA,NA,NA,NA
"Serbia",1995,NA,NA,NA,NA,NA
"Serbia",1996,NA,NA,NA,NA,NA
"Serbia",1997,NA,NA,NA,NA,NA
"Serbia",1998,1460,7179002,18284194680,2547,20.3370886371114
"Serbia",1999,1571,7162831,18409364147,2570,21.9326688009252
"Serbia",2000,1543,7149140,6540247190,915,21.5830155794963
"Serbia",2001,1442,7142410,12267175481,1718,20.1892638479169
"Serbia",2002,1446,7138113,16116843146,2258,20.2574545961937
"Serbia",2003,1378,7111975,21188704081,2979,19.3757711465521
"Serbia",2004,1345,7086364,24861483281,3508,18.9801144846638
"Serbia",2005,1437,7058982,26252007830,3719,20.357042984385
"Serbia",2006,1443,7031811,30607991862,4353,20.5210293621373
"Serbia",2007,1353,7009610,40289556656,5748,19.3020724405495
"Serbia",2008,1289,6988532,49259526053,7049,18.4445030801891
"Serbia",2009,1373,6968240,42616653300,6116,19.7036841440593
"Serbia",2010,1207,6944871,39460357731,5682,17.3797324673129
"Serbia",2011,1256,6900027,46466728667,6734,18.2028273222699
"Serbia",2012,1243,6867174,40742313861,5933,18.1006044116546
"Serbia",2013,1197,6832840,45519650911,6662,17.5183379092735
"Serbia",2014,1134,6801810,44210806366,6500,16.6720328853643
"Serbia",2015,1062,6766406,37160332465,5492,15.6951858933679
"Serbia",2016,NA,NA,NA,NA,NA
"Seychelles",1985,8,57300,168887539,2947,13.9616055846422
"Seychelles",1986,1,57400,207850624,3621,1.74216027874564
"Seychelles",1987,3,58300,249267040,4276,5.14579759862779
"Seychelles",1988,NA,NA,NA,NA,NA
"Seychelles",1989,NA,NA,NA,NA,NA
"Seychelles",1990,NA,NA,NA,NA,NA
"Seychelles",1991,NA,NA,NA,NA,NA
"Seychelles",1992,NA,NA,NA,NA,NA
"Seychelles",1993,NA,NA,NA,NA,NA
"Seychelles",1994,NA,NA,NA,NA,NA
"Seychelles",1995,NA,NA,NA,NA,NA
"Seychelles",1996,NA,NA,NA,NA,NA
"Seychelles",1997,NA,NA,NA,NA,NA
"Seychelles",1998,NA,NA,NA,NA,NA
"Seychelles",1999,NA,NA,NA,NA,NA
"Seychelles",2000,NA,NA,NA,NA,NA
"Seychelles",2001,6,75363,622262057,8257,7.96146650212969
"Seychelles",2002,5,76904,697518248,9070,6.50161239987517
"Seychelles",2003,8,78402,705704816,9001,10.2038213310885
"Seychelles",2004,6,79735,839319927,10526,7.5249263184298
"Seychelles",2005,5,80900,919103255,11361,6.18046971569839
"Seychelles",2006,8,81691,1016418229,12442,9.79300045292627
"Seychelles",2007,6,82331,1033561654,12554,7.28765592547157
"Seychelles",2008,4,82900,967199594,11667,4.82509047044632
"Seychelles",2009,4,83429,847397850,10157,4.79449591868535
"Seychelles",2010,6,83885,969936525,11563,7.15264946057102
"Seychelles",2011,5,80717,1065826670,13204,6.19448195547406
"Seychelles",2012,3,81224,1059498884,13044,3.69348960898257
"Seychelles",2013,9,82541,1328091524,16090,10.9036721144643
"Seychelles",2014,4,83845,1342997306,16018,4.7707078537778
"Seychelles",2015,7,85949,1375604279,16005,8.14436468138082
"Seychelles",2016,NA,NA,NA,NA,NA
"Singapore",1985,324,2350500,19138296376,8142,13.784301212508
"Singapore",1986,326,2379300,18569292305,7805,13.7015088471399
"Singapore",1987,301,2407800,20897630201,8679,12.501038292217
"Singapore",1988,366,2393400,25337226971,10586,15.2920531461519
"Singapore",1989,394,2431100,30423573842,12514,16.2066554234709
"Singapore",1990,354,2511800,36152027893,14393,14.0934787801577
"Singapore",1991,296,2559300,45474442836,17768,11.565662485836
"Singapore",1992,277,2604000,52156414979,20029,10.6374807987711
"Singapore",1993,270,2655800,60644572348,22835,10.1664281948942
"Singapore",1994,316,2712200,73777792327,27202,11.65105818155
"Singapore",1995,364,2765300,87890009877,31783,13.1631287744549
"Singapore",1996,239,2823100,96403758865,34148,8.46587085119195
"Singapore",1997,303,2880000,100163995151,34779,10.5208333333333
"Singapore",1998,328,2940200,85707636233,29150,11.1557036936263
"Singapore",1999,277,2997100,86283126844,28789,9.24226752527443
"Singapore",2000,309,3047600,95833932715,31446,10.1391258695367
"Singapore",2001,305,3103000,89286208629,28774,9.82919755075733
"Singapore",2002,321,3165200,91941192896,29048,10.1415392392266
"Singapore",2003,320,3226200,97001377569,30067,9.91878990763127
"Singapore",2004,335,3281400,114188557567,34799,10.2090571097702
"Singapore",2005,359,3342400,127417688056,38122,10.7407850646242
"Singapore",2006,372,3411900,147797218201,43318,10.9030159148861
"Singapore",2007,328,3389600,179981288567,53098,9.67665801274487
"Singapore",2008,319,3448900,192225881688,55735,9.24932587201716
"Singapore",2009,349,3536100,192408387762,54413,9.86963038375612
"Singapore",2010,296,3576800,236421782178,66099,8.27555356743458
"Singapore",2011,308,3600900,275966926379,76638,8.55341720125524
"Singapore",2012,392,3631600,290673681684,80040,10.7941403238242
"Singapore",2013,357,3661456,304454327499,83151,9.7502195847772
"Singapore",2014,355,3689370,311539499645,84442,9.6222390272594
"Singapore",2015,329,3719115,304097759674,81766,8.84619055877541
"Singapore",2016,NA,NA,NA,NA,NA
"Slovakia",1985,NA,NA,NA,NA,NA
"Slovakia",1986,NA,NA,NA,NA,NA
"Slovakia",1987,NA,NA,NA,NA,NA
"Slovakia",1988,NA,NA,NA,NA,NA
"Slovakia",1989,NA,NA,NA,NA,NA
"Slovakia",1990,NA,NA,NA,NA,NA
"Slovakia",1991,NA,NA,NA,NA,NA
"Slovakia",1992,796,4909228,15431288006,3143,16.2143620137423
"Slovakia",1993,738,4935260,16452201101,3334,14.9536194648306
"Slovakia",1994,691,4974858,20079363626,4036,13.8898436900108
"Slovakia",1995,735,5005232,25733043137,5141,14.6846339989835
"Slovakia",1996,672,5032436,27821913815,5529,13.3533739922376
"Slovakia",1997,630,5058389,27660149541,5468,12.4545581607108
"Slovakia",1998,673,5081100,29828899206,5871,13.2451634488595
"Slovakia",1999,692,5098200,30415095887,5966,13.5734180691224
"Slovakia",2000,729,5111813,29114875622,5696,14.2610850592539
"Slovakia",2001,692,5100256,30703017450,6020,13.5679463932791
"Slovakia",2002,717,5107584,35083608131,6869,14.0379482745658
"Slovakia",2003,753,5113982,46731767494,9138,14.7243380989608
"Slovakia",2004,676,5121210,57240535138,11177,13.2000054674579
"Slovakia",2005,679,5126946,62697540107,12229,13.2437517383643
"Slovakia",2006,0,5129369,70596729394,13763,0
"Slovakia",2007,0,5132660,86304245825,16815,0
"Slovakia",2008,591,5137067,100324627215,19530,11.504619270101
"Slovakia",2009,601,5141744,88945625174,17299,11.68864105253
"Slovakia",2010,631,5147562,89501012916,17387,12.2582302068435
"Slovakia",2011,NA,NA,NA,NA,NA
"Slovakia",2012,571,5116922,93413992956,18256,11.1590522583694
"Slovakia",2013,616,5122209,98478349315,19226,12.0260614121759
"Slovakia",2014,554,5129686,100948236941,19679,10.7998813182717
"Slovakia",2015,NA,NA,NA,NA,NA
"Slovakia",2016,NA,NA,NA,NA,NA
"Slovenia",1985,NA,NA,NA,NA,NA
"Slovenia",1986,NA,NA,NA,NA,NA
"Slovenia",1987,NA,NA,NA,NA,NA
"Slovenia",1988,NA,NA,NA,NA,NA
"Slovenia",1989,NA,NA,NA,NA,NA
"Slovenia",1990,NA,NA,NA,NA,NA
"Slovenia",1991,NA,NA,NA,NA,NA
"Slovenia",1992,NA,NA,NA,NA,NA
"Slovenia",1993,NA,NA,NA,NA,NA
"Slovenia",1994,NA,NA,NA,NA,NA
"Slovenia",1995,564,1884000,21273055398,11291,29.9363057324841
"Slovenia",1996,607,1893100,21480023017,11346,32.0638106808938
"Slovenia",1997,593,1883900,20749140606,11014,31.4772546313499
"Slovenia",1998,612,1880300,22125435372,11767,32.5479976599479
"Slovenia",1999,590,1884400,22689994990,12041,31.3097007004882
"Slovenia",2000,588,1886483,20342201356,10783,31.1691120460667
"Slovenia",2001,581,1901330,20875387068,10979,30.5575570784661
"Slovenia",2002,540,1906124,23563576758,12362,28.3297414019235
"Slovenia",2003,562,1907589,29697448108,15568,29.4612728423156
"Slovenia",2004,512,1907862,34470227454,18067,26.8363225432447
"Slovenia",2005,503,1911817,36346974008,19012,26.3100495497215
"Slovenia",2006,529,1918570,39587732029,20634,27.5726191903345
"Slovenia",2007,434,1927332,48114688201,24964,22.5181753844174
"Slovenia",2008,408,1943758,55589849128,28599,20.9902673069384
"Slovenia",2009,447,1942037,50244793832,25872,23.0170691907518
"Slovenia",2010,414,1944774,48013606745,24689,21.2878205899503
"Slovenia",2011,435,1944561,51290792018,26377,22.3700876444606
"Slovenia",2012,440,1945988,46352802766,23820,22.6106224704366
"Slovenia",2013,446,1948276,48116256926,24697,22.8920337775551
"Slovenia",2014,388,1951786,49904928335,25569,19.8792285629675
"Slovenia",2015,422,1954632,43072415017,22036,21.5897417007396
"Slovenia",2016,NA,NA,NA,NA,NA
"South Africa",1985,NA,NA,NA,NA,NA
"South Africa",1986,NA,NA,NA,NA,NA
"South Africa",1987,NA,NA,NA,NA,NA
"South Africa",1988,NA,NA,NA,NA,NA
"South Africa",1989,NA,NA,NA,NA,NA
"South Africa",1990,NA,NA,NA,NA,NA
"South Africa",1991,NA,NA,NA,NA,NA
"South Africa",1992,NA,NA,NA,NA,NA
"South Africa",1993,NA,NA,NA,NA,NA
"South Africa",1994,NA,NA,NA,NA,NA
"South Africa",1995,NA,NA,NA,NA,NA
"South Africa",1996,143,37773652,147607982695,3908,0.378570756145051
"South Africa",1997,104,38528157,152586154514,3960,0.269932454853732
"South Africa",1998,180,39232468,137774361015,3512,0.458803662313572
"South Africa",1999,279,39907560,136631966609,3424,0.699115656281667
"South Africa",2000,267,40568559,136361854808,3361,0.658145141413576
"South Africa",2001,384,41185599,121600818310,2953,0.932364732633851
"South Africa",2002,236,41803868,115748110113,2769,0.564541061128602
"South Africa",2003,256,42415309,175256916996,4132,0.603555664300359
"South Africa",2004,383,43005874,228937347866,5323,0.890576017592388
"South Africa",2005,458,43566107,257671413751,5914,1.0512759379671
"South Africa",2006,514,44079057,271811088781,6166,1.16608665198986
"South Africa",2007,417,44577435,299033511000,6708,0.935450862078538
"South Africa",2008,441,43680586,287099991517,6573,1.00960184004857
"South Africa",2009,372,45607048,297216730669,6517,0.815663403603759
"South Africa",2010,393,46176200,375298134440,8128,0.8510877898138
"South Africa",2011,358,46806739,416878162441,8906,0.764847130239088
"South Africa",2012,487,47484256,396332702639,8347,1.02560309674011
"South Africa",2013,587,48192699,366829390479,7612,1.21802682186362
"South Africa",2014,580,48912129,350904575292,7174,1.1857999474936
"South Africa",2015,482,49627460,317741039198,6403,0.971236488830982
"South Africa",2016,NA,NA,NA,NA,NA
"Spain",1985,2514,35997000,180302412231,5009,6.98391532627719
"Spain",1986,2755,36223000,250638463467,6919,7.6056649090357
"Spain",1987,2804,36425700,317882187037,8727,7.6978616745869
"Spain",1988,2960,36597300,375138723325,10250,8.0880283518183
"Spain",1989,2987,36740400,413630538018,11258,8.13001491546091
"Spain",1990,2939,36861400,535101248776,14517,7.97311008263387
"Spain",1991,2916,36958100,575598537070,15574,7.89001599108179
"Spain",1992,2786,37000900,629202392004,17005,7.52954657859674
"Spain",1993,3037,37122100,523649481762,14106,8.18111044364408
"Spain",1994,3171,37203100,529121577320,14223,8.52348325811559
"Spain",1995,3157,37275300,612939685081,16444,8.46941540376603
"Spain",1996,3320,37341200,640998292395,17166,8.89098368558054
"Spain",1997,3373,37405000,588692045455,15738,9.01751102793744
"Spain",1998,3261,37458900,617041986858,16473,8.70554127323547
"Spain",1999,3220,37789271,633194118900,16756,8.52093706703154
"Spain",2000,3394,38319996,595402616547,15538,8.8569946614817
"Spain",2001,3189,38713504,625975838926,16169,8.23743570202273
"Spain",2002,3372,39340611,705145868624,17924,8.57129544835997
"Spain",2003,3478,39947556,906853273138,22701,8.70641498068117
"Spain",2004,3508,40555823,1069555500372,26372,8.64980597237541
"Spain",2005,3399,41195479,1157276458152,28092,8.250905396682
"Spain",2006,3247,41808848,1264551499185,30246,7.76629865525116
"Spain",2007,3264,42547327,1479341637011,34769,7.67145724571605
"Spain",2008,3457,43199484,1635015380108,37848,8.00241039916125
"Spain",2009,3429,43490086,1499099749931,34470,7.884555574344
"Spain",2010,3158,43595356,1431616749640,32839,7.24389084011609
"Spain",2011,3180,43642571,1488067258325,34097,7.28646348538907
"Spain",2012,3539,44318859,1336018949806,30146,7.98531388183978
"Spain",2013,3873,44227625,1361854206549,30792,8.75697033245624
"Spain",2014,3911,44172771,1376910811041,31171,8.85387063446846
"Spain",2015,3604,44186528,1197789902774,27108,8.15633217436772
"Spain",2016,NA,NA,NA,NA,NA
"Sri Lanka",1985,5668,13857000,5978460972,431,40.9035144692213
"Sri Lanka",1986,5345,14101400,6405210564,454,37.9040378969464
"Sri Lanka",1987,NA,NA,NA,NA,NA
"Sri Lanka",1988,NA,NA,NA,NA,NA
"Sri Lanka",1989,NA,NA,NA,NA,NA
"Sri Lanka",1990,NA,NA,NA,NA,NA
"Sri Lanka",1991,NA,NA,NA,NA,NA
"Sri Lanka",1992,NA,NA,NA,NA,NA
"Sri Lanka",1993,NA,NA,NA,NA,NA
"Sri Lanka",1994,NA,NA,NA,NA,NA
"Sri Lanka",1995,NA,NA,NA,NA,NA
"Sri Lanka",1996,4898,16654427,13897738375,834,29.4095978204474
"Sri Lanka",1997,5887,16775409,15091913884,900,35.0930340953237
"Sri Lanka",1998,5518,16897691,15794972847,935,32.6553491835068
"Sri Lanka",1999,5619,17020287,15656327860,920,33.0135443662025
"Sri Lanka",2000,5252,17140342,16330814180,953,30.6411622358527
"Sri Lanka",2001,4590,17266961,15749753805,912,26.5825584478936
"Sri Lanka",2002,4382,17395955,16536535647,951,25.1897639422498
"Sri Lanka",2003,4467,17524596,18881765437,1077,25.4898886114122
"Sri Lanka",2004,NA,NA,NA,NA,NA
"Sri Lanka",2005,NA,NA,NA,NA,NA
"Sri Lanka",2006,4015,17891558,28267410543,1580,22.4407511073099
"Sri Lanka",2007,NA,NA,NA,NA,NA
"Sri Lanka",2008,NA,NA,NA,NA,NA
"Sri Lanka",2009,NA,NA,NA,NA,NA
"Sri Lanka",2010,NA,NA,NA,NA,NA
"Sri Lanka",2011,NA,NA,NA,NA,NA
"Sri Lanka",2012,NA,NA,NA,NA,NA
"Sri Lanka",2013,NA,NA,NA,NA,NA
"Sri Lanka",2014,NA,NA,NA,NA,NA
"Sri Lanka",2015,NA,NA,NA,NA,NA
"Sri Lanka",2016,NA,NA,NA,NA,NA
"Suriname",1985,80,322700,873250000,2706,24.7908273938643
"Suriname",1986,42,326294,8.91e+08,2731,12.8718272478195
"Suriname",1987,52,332013,979850000,2951,15.6620373298636
"Suriname",1988,49,339611,1160900000,3418,14.428272346891
"Suriname",1989,53,347723,542520000,1560,15.242017352893
"Suriname",1990,26,348700,388300000,1114,7.456266131345
"Suriname",1991,57,363079,448300000,1235,15.6990627384123
"Suriname",1992,48,370194,404600000,1093,12.9661744922932
"Suriname",1993,NA,NA,NA,NA,NA
"Suriname",1994,NA,NA,NA,NA,NA
"Suriname",1995,55,389414,693970588,1782,14.1237859963946
"Suriname",1996,21,395805,860630923,2174,5.3056429302308
"Suriname",1997,32,401814,929607500,2314,7.96388378702584
"Suriname",1998,29,407606,9.45e+08,2318,7.11471371864006
"Suriname",1999,49,413303,885444186,2142,11.8557087657239
"Suriname",2000,52,419001,892164394,2129,12.4104715740535
"Suriname",2001,72,424515,763465550,1798,16.9605314299848
"Suriname",2002,69,430176,1078402128,2507,16.0399464405267
"Suriname",2003,77,435946,1271196078,2916,17.6627380455378
"Suriname",2004,67,441717,1484092538,3360,15.1680827317038
"Suriname",2005,72,447445,1793754805,4009,16.091363184302
"Suriname",2006,112,453293,2626380435,5794,24.7080806454104
"Suriname",2007,119,459086,2936612022,6397,25.921069254998
"Suriname",2008,147,464789,3532969035,7601,31.6272545176413
"Suriname",2009,131,470448,3875409836,8238,27.8457980478182
"Suriname",2010,136,476052,4368398048,9176,28.5683076638687
"Suriname",2011,127,481521,4422276622,9184,26.3747583179134
"Suriname",2012,133,486964,4.98e+09,10227,27.312080564477
"Suriname",2013,131,492359,5145757576,10451,26.6066020931881
"Suriname",2014,128,497701,5240606061,10530,25.7182525251105
"Suriname",2015,NA,NA,NA,NA,NA
"Suriname",2016,NA,NA,NA,NA,NA
"Sweden",1985,NA,NA,NA,NA,NA
"Sweden",1986,NA,NA,NA,NA,NA
"Sweden",1987,1541,7909000,180429286796,22813,19.4841320015173
"Sweden",1988,1590,7930900,204068257818,25731,20.0481660341197
"Sweden",1989,1579,7964800,214875344910,26978,19.8247288067497
"Sweden",1990,1471,8005700,258154283909,32246,18.3744082341332
"Sweden",1991,1483,8041100,270362531377,33623,18.4427503699743
"Sweden",1992,1355,8073200,280312318915,34721,16.7839270673339
"Sweden",1993,1373,8112500,209950792713,25880,16.924499229584
"Sweden",1994,1324,8174100,226079963712,27658,16.1975018656488
"Sweden",1995,1348,8233000,264051981551,32072,16.3731325154865
"Sweden",1996,1253,8274300,288103936773,34819,15.1432749598153
"Sweden",1997,1201,8311300,264477727279,31821,14.4502063455777
"Sweden",1998,1231,8346300,266800462899,31966,14.7490504774571
"Sweden",1999,1220,8378013,270847937645,32328,14.5619253634483
"Sweden",2000,1131,8409008,259802012617,30896,13.4498623381022
"Sweden",2001,1197,8439317,239917320967,28429,14.1836122520341
"Sweden",2002,1180,8465828,263926220333,31175,13.9383885427391
"Sweden",2003,1112,8490539,331108912605,38997,13.0969305953368
"Sweden",2004,1155,8514314,381705425302,44831,13.5653911753783
"Sweden",2005,1219,8538624,389042298377,45563,14.2763049409366
"Sweden",2006,1197,8576044,420032121656,48977,13.9574843599217
